DMS_ID	MSA_path	perc_cov50	Neff/L
H3JQU7_ENTQU	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/H3JQU7_ENTQU/H3JQU7_ENTQU_b03/align/H3JQU7_ENTQU_b03.a2m	0.9442	0.644
HCP_LAMBD	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/HCP_LAMBD/HCP_LAMBD_b04/align/HCP_LAMBD_b04.a2m	0.9091	17.825
FKBP3_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/FKBP3_MOUSE/FKBP3_MOUSE_b02/align/FKBP3_MOUSE_b02.a2m	0.7971	14.541
F1PDQ3_CANLF	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/F1PDQ3_CANLF/F1PDQ3_CANLF_b05/align/F1PDQ3_CANLF_b05.a2m	0.95	0.759
F1PDQ3_CANLF	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/F1PDQ3_CANLF/F1PDQ3_CANLF_b04/align/F1PDQ3_CANLF_b04.a2m	0.95	0.757
HCP_LAMBD	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/HCP_LAMBD/HCP_LAMBD_b03/align/HCP_LAMBD_b03.a2m	0.8364	29.578
F1PDQ3_CANLF	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/F1PDQ3_CANLF/F1PDQ3_CANLF_b09/align/F1PDQ3_CANLF_b09.a2m	0.9667	0.59
F1PDQ3_CANLF	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/F1PDQ3_CANLF/F1PDQ3_CANLF_b03/align/F1PDQ3_CANLF_b03.a2m	0.95	0.795
F1PDQ3_CANLF	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/F1PDQ3_CANLF/F1PDQ3_CANLF_b02/align/F1PDQ3_CANLF_b02.a2m	0.95	0.867
F1PDQ3_CANLF	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/F1PDQ3_CANLF/F1PDQ3_CANLF_b08/align/F1PDQ3_CANLF_b08.a2m	0.9625	0.638
F1PDQ3_CANLF	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/F1PDQ3_CANLF/F1PDQ3_CANLF_b01/align/F1PDQ3_CANLF_b01.a2m	0.9417	2.502
F1PDQ3_CANLF	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/F1PDQ3_CANLF/F1PDQ3_CANLF_b06/align/F1PDQ3_CANLF_b06.a2m	0.9542	0.702
F1PDQ3_CANLF	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/F1PDQ3_CANLF/F1PDQ3_CANLF_b07/align/F1PDQ3_CANLF_b07.a2m	0.95	0.698
HCP_LAMBD	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/HCP_LAMBD/HCP_LAMBD_b02/align/HCP_LAMBD_b02.a2m	0.7818	135.305
GDIA_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/GDIA_HUMAN/GDIA_HUMAN_b09/align/GDIA_HUMAN_b09.a2m	0.9754	0.84
GDIA_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/GDIA_HUMAN/GDIA_HUMAN_b07/align/GDIA_HUMAN_b07.a2m	0.9754	0.853
GDIA_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/GDIA_HUMAN/GDIA_HUMAN_b08/align/GDIA_HUMAN_b08.a2m	0.9754	0.84
GDIA_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/GDIA_HUMAN/GDIA_HUMAN_b05/align/GDIA_HUMAN_b05.a2m	0.9754	0.905
GDIA_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/GDIA_HUMAN/GDIA_HUMAN_b06/align/GDIA_HUMAN_b06.a2m	0.9754	0.873
HMDH_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/HMDH_HUMAN/HMDH_HUMAN_b08/align/HMDH_HUMAN_b08.a2m	0.9887	0.552
HMDH_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/HMDH_HUMAN/HMDH_HUMAN_b09/align/HMDH_HUMAN_b09.a2m	0.9887	0.56
HMDH_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/HMDH_HUMAN/HMDH_HUMAN_b06/align/HMDH_HUMAN_b06.a2m	0.9876	0.562
HMDH_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/HMDH_HUMAN/HMDH_HUMAN_b07/align/HMDH_HUMAN_b07.a2m	0.9876	0.588
HMDH_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/HMDH_HUMAN/HMDH_HUMAN_b02/align/HMDH_HUMAN_b02.a2m	0.9876	0.59
HMDH_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/HMDH_HUMAN/HMDH_HUMAN_b05/align/HMDH_HUMAN_b05.a2m	0.9876	0.622
HMDH_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/HMDH_HUMAN/HMDH_HUMAN_b04/align/HMDH_HUMAN_b04.a2m	0.9876	0.63
HMDH_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/HMDH_HUMAN/HMDH_HUMAN_b03/align/HMDH_HUMAN_b03.a2m	0.9876	0.631
HMDH_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/HMDH_HUMAN/HMDH_HUMAN_b01/align/HMDH_HUMAN_b01.a2m	0.9876	0.652
GDIA_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/GDIA_HUMAN/GDIA_HUMAN_b04/align/GDIA_HUMAN_b04.a2m	0.9709	3.26
GDIA_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/GDIA_HUMAN/GDIA_HUMAN_b03/align/GDIA_HUMAN_b03.a2m	0.9709	3.335
GDIA_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/GDIA_HUMAN/GDIA_HUMAN_b02/align/GDIA_HUMAN_b02.a2m	0.9732	3.391
GDIA_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/GDIA_HUMAN/GDIA_HUMAN_b01/align/GDIA_HUMAN_b01.a2m	0.9709	3.407
CXCR4_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/CXCR4_HUMAN/CXCR4_HUMAN_b08/align/CXCR4_HUMAN_b08.a2m	0.9233	7.231
CBS_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/CBS_HUMAN/CBS_HUMAN_b08/align/CBS_HUMAN_b08.a2m	0.8221	2.379
HECD1_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/HECD1_MOUSE/HECD1_MOUSE_b09/align/HECD1_MOUSE_b09.a2m	0.9028	5.573
CBS_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/CBS_HUMAN/CBS_HUMAN_b07/align/CBS_HUMAN_b07.a2m	0.8221	2.461
CBS_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/CBS_HUMAN/CBS_HUMAN_b06/align/CBS_HUMAN_b06.a2m	0.824	2.504
CBS_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/CBS_HUMAN/CBS_HUMAN_b01/align/CBS_HUMAN_b01.a2m	0.8167	2.714
CBS_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/CBS_HUMAN/CBS_HUMAN_b05/align/CBS_HUMAN_b05.a2m	0.824	2.528
KCNE1_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/KCNE1_HUMAN/KCNE1_HUMAN_b09/align/KCNE1_HUMAN_b09.a2m	0.969	0.437
KCNE1_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/KCNE1_HUMAN/KCNE1_HUMAN_b08/align/KCNE1_HUMAN_b08.a2m	0.9767	0.9
KCNE1_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/KCNE1_HUMAN/KCNE1_HUMAN_b07/align/KCNE1_HUMAN_b07.a2m	0.969	0.894
ISDH_STAAW	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/ISDH_STAAW/ISDH_STAAW_b07/align/ISDH_STAAW_b07.a2m	1.0	0.127
ISDH_STAAW	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/ISDH_STAAW/ISDH_STAAW_b05/align/ISDH_STAAW_b05.a2m	1.0	0.127
ISDH_STAAW	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/ISDH_STAAW/ISDH_STAAW_b06/align/ISDH_STAAW_b06.a2m	1.0	0.127
ISDH_STAAW	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/ISDH_STAAW/ISDH_STAAW_b08/align/ISDH_STAAW_b08.a2m	1.0	0.127
ISDH_STAAW	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/ISDH_STAAW/ISDH_STAAW_b04/align/ISDH_STAAW_b04.a2m	1.0	0.364
KCNE1_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/KCNE1_HUMAN/KCNE1_HUMAN_b06/align/KCNE1_HUMAN_b06.a2m	0.907	1.198
KCNE1_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/KCNE1_HUMAN/KCNE1_HUMAN_b05/align/KCNE1_HUMAN_b05.a2m	0.907	1.23
ISDH_STAAW	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/ISDH_STAAW/ISDH_STAAW_b09/align/ISDH_STAAW_b09.a2m	1.0	0.127
KCNE1_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/KCNE1_HUMAN/KCNE1_HUMAN_b04/align/KCNE1_HUMAN_b04.a2m	0.8992	1.309
KCNE1_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/KCNE1_HUMAN/KCNE1_HUMAN_b03/align/KCNE1_HUMAN_b03.a2m	0.876	1.43
KCNE1_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/KCNE1_HUMAN/KCNE1_HUMAN_b02/align/KCNE1_HUMAN_b02.a2m	0.8605	1.662
CBS_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/CBS_HUMAN/CBS_HUMAN_b04/align/CBS_HUMAN_b04.a2m	0.8221	2.541
HECD1_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/HECD1_MOUSE/HECD1_MOUSE_b08/align/HECD1_MOUSE_b08.a2m	0.8889	8.391
ISDH_STAAW	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/ISDH_STAAW/ISDH_STAAW_b03/align/ISDH_STAAW_b03.a2m	0.8545	105.396
HECD1_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/HECD1_MOUSE/HECD1_MOUSE_b07/align/HECD1_MOUSE_b07.a2m	0.8889	10.334
CBS_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/CBS_HUMAN/CBS_HUMAN_b03/align/CBS_HUMAN_b03.a2m	0.8221	2.546
ILF3B_XENLA	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/ILF3B_XENLA/ILF3B_XENLA_b09/align/ILF3B_XENLA_b09.a2m	0.9155	3.342
KCNE1_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/KCNE1_HUMAN/KCNE1_HUMAN_b01/align/KCNE1_HUMAN_b01.a2m	0.7597	22.575
HECD1_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/HECD1_MOUSE/HECD1_MOUSE_b05/align/HECD1_MOUSE_b05.a2m	0.8889	13.186
HECD1_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/HECD1_MOUSE/HECD1_MOUSE_b06/align/HECD1_MOUSE_b06.a2m	0.8889	11.701
ILF3B_XENLA	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/ILF3B_XENLA/ILF3B_XENLA_b08/align/ILF3B_XENLA_b08.a2m	0.9155	4.985
HECD1_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/HECD1_MOUSE/HECD1_MOUSE_b04/align/HECD1_MOUSE_b04.a2m	0.8889	14.194
HECD1_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/HECD1_MOUSE/HECD1_MOUSE_b03/align/HECD1_MOUSE_b03.a2m	0.8889	15.584
HECD1_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/HECD1_MOUSE/HECD1_MOUSE_b02/align/HECD1_MOUSE_b02.a2m	0.875	17.984
HCP_LAMBD	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/HCP_LAMBD/HCP_LAMBD_b01/align/HCP_LAMBD_b01.a2m	0.7818	310.941
CBS_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/CBS_HUMAN/CBS_HUMAN_b02/align/CBS_HUMAN_b02.a2m	0.8167	2.894
CCR5_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/CCR5_HUMAN/CCR5_HUMAN_b08/align/CCR5_HUMAN_b08.a2m	0.9148	7.26
HECD1_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/HECD1_MOUSE/HECD1_MOUSE_b01/align/HECD1_MOUSE_b01.a2m	0.8472	25.705
ISDH_STAAW	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/ISDH_STAAW/ISDH_STAAW_b02/align/ISDH_STAAW_b02.a2m	0.7455	162.871
ERBB2_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/ERBB2_HUMAN/ERBB2_HUMAN_b09/align/ERBB2_HUMAN_b09.a2m	0.9339	0.183
EPHB2_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/EPHB2_HUMAN/EPHB2_HUMAN_b09/align/EPHB2_HUMAN_b09.a2m	0.9697	3.55
GLPA_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/GLPA_HUMAN/GLPA_HUMAN_b02/align/GLPA_HUMAN_b02.a2m	0.7733	66.423
CBPA2_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/CBPA2_HUMAN/CBPA2_HUMAN_b01/align/CBPA2_HUMAN_b01.a2m	0.8056	180.995
CASP7_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/CASP7_HUMAN/CASP7_HUMAN_b02/align/CASP7_HUMAN_b02.a2m	0.8221	26.342
KCNJ2_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/KCNJ2_HUMAN/KCNJ2_HUMAN_b08/align/KCNJ2_HUMAN_b08.a2m	0.8014	1.241
ERBB2_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/ERBB2_HUMAN/ERBB2_HUMAN_b07/align/ERBB2_HUMAN_b07.a2m	0.9315	0.171
ERBB2_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/ERBB2_HUMAN/ERBB2_HUMAN_b08/align/ERBB2_HUMAN_b08.a2m	0.9347	0.182
ERBB2_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/ERBB2_HUMAN/ERBB2_HUMAN_b06/align/ERBB2_HUMAN_b06.a2m	0.9331	0.172
KCNJ2_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/KCNJ2_HUMAN/KCNJ2_HUMAN_b07/align/KCNJ2_HUMAN_b07.a2m	0.7967	1.358
KCNJ2_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/KCNJ2_HUMAN/KCNJ2_HUMAN_b06/align/KCNJ2_HUMAN_b06.a2m	0.7967	1.385
ERBB2_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/ERBB2_HUMAN/ERBB2_HUMAN_b04/align/ERBB2_HUMAN_b04.a2m	0.9331	0.177
ERBB2_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/ERBB2_HUMAN/ERBB2_HUMAN_b05/align/ERBB2_HUMAN_b05.a2m	0.9307	0.175
ERBB2_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/ERBB2_HUMAN/ERBB2_HUMAN_b03/align/ERBB2_HUMAN_b03.a2m	0.9291	0.188
KCNJ2_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/KCNJ2_HUMAN/KCNJ2_HUMAN_b05/align/KCNJ2_HUMAN_b05.a2m	0.7944	1.438
LYAM1_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/LYAM1_HUMAN/LYAM1_HUMAN_b07/align/LYAM1_HUMAN_b07.a2m	0.8038	0.802
LYAM1_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/LYAM1_HUMAN/LYAM1_HUMAN_b05/align/LYAM1_HUMAN_b05.a2m	0.8065	0.801
LYAM1_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/LYAM1_HUMAN/LYAM1_HUMAN_b06/align/LYAM1_HUMAN_b06.a2m	0.8038	0.802
LAMB_ECOBW	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/LAMB_ECOBW/LAMB_ECOBW_b09/align/LAMB_ECOBW_b09.a2m	0.9731	0.293
LYAM1_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/LYAM1_HUMAN/LYAM1_HUMAN_b04/align/LYAM1_HUMAN_b04.a2m	0.8065	0.806
LYAM1_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/LYAM1_HUMAN/LYAM1_HUMAN_b03/align/LYAM1_HUMAN_b03.a2m	0.8038	0.921
M1_I000X	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/M1_I000X/M1_I000X_b09/align/M1_I000X_b09.a2m	1.0	0.017
M1_I000X	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/M1_I000X/M1_I000X_b08/align/M1_I000X_b08.a2m	1.0	0.021
LYAM1_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/LYAM1_HUMAN/LYAM1_HUMAN_b09/align/LYAM1_HUMAN_b09.a2m	0.8065	0.783
LYAM1_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/LYAM1_HUMAN/LYAM1_HUMAN_b08/align/LYAM1_HUMAN_b08.a2m	0.8065	0.793
LAMB_ECOBW	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/LAMB_ECOBW/LAMB_ECOBW_b08/align/LAMB_ECOBW_b08.a2m	0.9372	0.555
M1_I000X	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/M1_I000X/M1_I000X_b07/align/M1_I000X_b07.a2m	1.0	0.021
M1_I000X	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/M1_I000X/M1_I000X_b06/align/M1_I000X_b06.a2m	1.0	0.021
LYAM1_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/LYAM1_HUMAN/LYAM1_HUMAN_b02/align/LYAM1_HUMAN_b02.a2m	0.7769	1.421
FECA_ECOLI	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/FECA_ECOLI/FECA_ECOLI_b09/align/FECA_ECOLI_b09.a2m	0.9583	55.014
M1_I000X	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/M1_I000X/M1_I000X_b05/align/M1_I000X_b05.a2m	1.0	0.035
M1_I000X	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/M1_I000X/M1_I000X_b02/align/M1_I000X_b02.a2m	1.0	0.035
M1_I000X	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/M1_I000X/M1_I000X_b03/align/M1_I000X_b03.a2m	1.0	0.035
M1_I000X	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/M1_I000X/M1_I000X_b01/align/M1_I000X_b01.a2m	1.0	0.035
KCNJ2_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/KCNJ2_HUMAN/KCNJ2_HUMAN_b04/align/KCNJ2_HUMAN_b04.a2m	0.7944	1.828
M1_I000X	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/M1_I000X/M1_I000X_b04/align/M1_I000X_b04.a2m	1.0	0.035
KCNJ2_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/KCNJ2_HUMAN/KCNJ2_HUMAN_b02/align/KCNJ2_HUMAN_b02.a2m	0.7944	1.999
KCNJ2_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/KCNJ2_HUMAN/KCNJ2_HUMAN_b03/align/KCNJ2_HUMAN_b03.a2m	0.7944	2.009
KCNJ2_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/KCNJ2_HUMAN/KCNJ2_HUMAN_b01/align/KCNJ2_HUMAN_b01.a2m	0.7944	1.966
ERBB2_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/ERBB2_HUMAN/ERBB2_HUMAN_b02/align/ERBB2_HUMAN_b02.a2m	0.9275	0.349
I6TAH8_I68A0	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/I6TAH8_I68A0/I6TAH8_I68A0_b09/align/I6TAH8_I68A0_b09.a2m	1.0	0.006
LAMB_ECOBW	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/LAMB_ECOBW/LAMB_ECOBW_b07/align/LAMB_ECOBW_b07.a2m	0.935	1.053
LAMB_ECOBW	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/LAMB_ECOBW/LAMB_ECOBW_b06/align/LAMB_ECOBW_b06.a2m	0.935	1.312
B3VI55_LIPST	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/B3VI55_LIPST/B3VI55_LIPST_b07/align/B3VI55_LIPST_b07.a2m	0.8337	16.064
EPHB2_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/EPHB2_HUMAN/EPHB2_HUMAN_b08/align/EPHB2_HUMAN_b08.a2m	0.9394	6.457
